,StatusExistingCheckingAccount,DurationInMonth,CreditHistory,Purpose,CreditAmount,SavingsAccountBonds,PresentEmploymentSince,InstallmentRatePercentageOfDisposableIncome,PersonalStatusAndSex,OtherDebtorsGuarantors,PresentResidenceSince,Property,Age,OtherInstallmentPlans,Housing,NumberExistingCreditsAtThisBank,Job,NumPeopleLiableToProvideMaintenanceFor,Telephone,ForeignWorker,CreditApproved
916,4,10,3,2,2848,2,3,1,1,2,2,1,2,3,2,1,3,2,1,1,1
917,1,6,3,1,14896,1,5,1,1,1,4,4,5,1,2,1,4,1,2,1,2
918,1,24,3,3,2359,2,1,1,1,1,1,2,2,3,2,1,3,1,1,1,2
919,1,24,3,3,3345,1,5,4,1,1,2,2,3,3,1,1,4,1,2,1,2
920,4,18,5,3,1817,1,3,4,2,1,2,4,2,3,2,2,3,1,1,1,1
921,4,48,4,4,12749,3,4,4,1,1,1,3,3,3,2,1,4,1,2,1,1
922,1,9,3,4,1366,1,2,3,2,1,4,2,1,3,1,1,3,1,1,1,2
923,2,12,3,1,2002,1,4,3,1,1,4,2,2,3,1,1,3,2,2,1,1
924,1,24,2,3,6872,1,2,2,1,1,1,2,5,1,2,1,3,1,2,1,2
925,1,12,2,1,697,1,2,4,1,1,2,3,4,1,2,2,3,1,2,1,2
926,1,18,5,3,1049,1,2,4,2,1,4,2,1,3,1,1,3,1,1,1,1
927,1,48,3,2,10297,1,4,4,1,1,4,4,3,2,3,3,3,2,2,1,2
928,4,30,3,4,1867,5,5,4,1,1,4,3,5,3,2,1,3,1,2,1,1
929,1,12,4,1,1344,1,3,4,1,1,2,1,3,3,2,2,2,2,1,1,1
930,1,24,3,3,1747,1,2,4,1,2,1,2,1,3,2,1,2,1,1,2,1
931,2,9,3,4,1670,1,2,4,2,1,2,3,1,3,2,1,3,1,2,1,2
932,4,9,5,1,1224,1,3,3,1,1,1,1,2,3,2,2,3,1,1,1,1
933,4,12,5,4,522,3,5,4,1,1,4,2,3,3,2,2,3,2,2,1,1
934,1,12,3,4,1498,1,3,4,2,1,1,3,1,1,2,1,3,1,1,1,1
935,2,30,4,4,1919,2,2,4,1,1,3,4,2,2,2,2,4,1,1,1,2
936,3,9,3,4,745,1,3,3,2,1,2,1,2,3,2,1,2,1,1,1,2
937,2,6,3,4,2063,1,2,4,1,1,3,3,2,3,1,1,4,1,2,1,1
938,2,60,3,7,6288,1,3,4,1,1,4,4,3,3,3,1,3,1,1,1,2
939,4,24,5,2,6842,5,3,2,1,1,4,2,4,3,2,2,4,2,2,1,1
940,4,12,3,1,3527,5,2,2,1,1,3,2,4,3,2,1,4,2,2,1,1
941,4,10,3,1,1546,1,3,3,1,1,2,1,2,3,2,1,2,2,1,2,1
942,4,24,3,3,929,5,4,4,1,1,2,3,2,2,2,1,3,1,2,1,1
943,4,4,5,1,1455,1,4,2,1,1,1,1,3,3,2,3,2,2,1,1,1
944,1,15,3,3,1845,1,2,4,2,3,1,2,4,3,1,1,3,1,1,1,1
945,2,48,1,1,8358,3,2,1,2,1,1,3,2,3,2,2,3,1,1,1,1
946,1,24,2,3,3349,3,2,4,1,1,4,4,2,3,3,1,3,2,2,1,2
947,4,12,3,1,2859,5,1,4,1,1,4,4,3,3,2,1,4,1,2,1,1
948,4,18,3,3,1533,1,2,4,1,2,1,2,3,3,2,1,2,2,1,1,2
949,4,24,3,4,3621,2,5,2,1,1,4,3,2,3,2,2,3,1,1,1,2
950,2,18,5,10,3590,1,1,3,1,1,3,3,3,3,2,3,1,2,2,1,1
951,1,36,4,10,2145,1,4,2,1,1,1,3,1,3,2,2,3,1,2,1,2
952,2,24,3,2,4113,3,2,3,2,1,4,3,2,3,1,1,3,1,1,1,2
953,4,36,3,3,10974,1,1,4,2,1,2,3,2,3,2,2,4,1,2,1,2
954,1,12,3,1,1893,1,3,4,2,3,4,2,2,3,2,1,3,1,2,1,1
955,1,24,5,4,1231,4,5,4,2,1,4,2,5,3,1,2,4,1,2,1,1
956,3,30,5,4,3656,5,5,4,1,1,4,2,4,2,2,2,2,1,1,1,1
957,2,9,5,4,1154,1,5,2,1,1,4,1,3,3,2,3,2,1,1,1,1
958,1,28,3,1,4006,1,3,3,1,1,2,3,4,3,2,1,2,1,1,1,2
959,2,24,3,3,3069,2,5,4,1,1,4,4,2,3,3,1,3,1,1,1,1
960,4,6,5,4,1740,1,5,2,1,1,2,1,2,3,1,2,3,1,1,1,1
961,2,21,4,1,2353,1,3,1,1,1,4,2,4,3,2,2,3,1,1,1,1
962,4,15,3,1,3556,5,3,3,1,1,2,4,2,3,2,1,3,1,1,1,1
963,4,24,3,4,2397,3,5,3,1,1,2,3,3,1,2,2,3,1,2,1,2
964,2,6,3,6,454,1,2,3,1,1,1,2,1,3,2,1,2,1,1,1,1
965,2,30,3,4,1715,5,3,4,2,1,1,3,2,3,2,1,3,1,1,1,1
966,2,27,5,4,2520,3,3,4,1,1,2,2,1,3,2,2,2,1,1,1,2
967,4,15,3,4,3568,1,5,4,2,1,2,3,4,1,1,1,4,1,2,1,1
968,4,42,3,4,7166,5,4,2,1,1,4,2,2,3,1,1,3,1,2,1,1
969,1,11,5,1,3939,1,3,1,1,1,2,1,3,3,2,2,2,2,1,1,1
970,2,15,3,6,1514,2,3,4,1,3,2,1,1,3,2,1,3,1,1,1,1
971,4,24,3,1,7393,1,3,1,1,1,4,2,3,3,2,1,2,2,1,1,1
972,1,24,2,1,1193,1,1,1,2,2,4,4,2,3,1,2,1,1,1,1,2
973,1,60,3,10,7297,1,5,4,1,2,4,4,3,3,1,1,3,1,1,1,2
974,4,30,5,4,2831,1,3,4,2,1,2,3,2,3,2,1,3,1,2,1,1
975,3,24,3,4,1258,3,3,3,2,1,3,3,5,3,2,1,2,1,1,1,1
976,2,6,3,4,753,1,3,2,2,3,3,1,5,3,2,1,3,1,1,1,1
977,2,18,4,10,2427,5,5,4,1,1,2,2,3,3,2,2,3,1,1,1,1
978,4,24,4,1,2538,1,5,4,1,1,4,3,4,3,2,2,2,2,1,1,2
979,2,15,2,1,1264,2,3,2,1,1,2,2,2,3,1,1,3,1,1,1,2
980,2,30,5,3,8386,1,4,2,1,1,2,2,4,3,2,1,3,1,1,1,2
981,4,48,3,10,4844,1,1,3,1,1,2,3,2,1,1,1,4,1,2,1,2
982,3,21,3,1,2923,2,3,1,2,1,1,3,2,1,2,1,4,1,2,1,1
983,1,36,3,2,8229,1,3,2,1,1,2,2,2,3,2,1,3,2,1,1,2
984,4,24,5,3,2028,1,4,2,1,1,2,2,2,3,2,2,2,1,1,1,1
985,1,15,5,3,1433,1,3,4,2,1,3,2,2,3,1,2,3,1,1,1,1
986,3,42,1,10,6289,1,2,2,1,1,1,2,2,3,2,2,3,1,1,1,1
987,4,13,3,4,1409,2,1,2,2,1,4,1,5,3,2,1,3,1,1,1,1
988,1,24,3,2,6579,1,1,4,1,1,2,4,2,3,3,1,4,1,2,1,1
989,2,24,5,4,1743,1,5,4,1,1,2,2,4,3,2,2,2,1,1,1,1
990,4,12,5,7,3565,5,2,2,1,1,1,2,3,3,2,2,2,2,1,1,1
991,4,15,2,4,1569,2,5,4,1,1,4,3,2,1,2,1,2,2,1,1,1
992,1,18,3,4,1936,5,4,2,1,1,4,3,1,3,1,2,2,1,1,1,1
993,1,36,3,3,3959,1,1,4,1,1,3,2,2,3,2,1,4,1,2,1,1
994,4,12,3,1,2390,5,5,4,1,1,3,3,4,3,2,1,3,1,2,1,1
995,4,12,3,3,1736,1,4,3,2,1,4,1,2,3,2,1,2,1,1,1,1
996,1,30,3,2,3857,1,3,4,1,1,4,2,3,3,2,1,4,1,2,1,1
997,4,12,3,4,804,1,5,4,1,1,4,3,3,3,2,1,3,1,1,1,1
998,1,45,3,4,1845,1,3,4,1,1,4,4,1,3,3,1,3,1,2,1,2
999,2,45,5,2,4576,2,1,3,1,1,4,3,2,3,2,1,3,1,1,1,1
